unique_vehicle_key,scenario_key,lead_time_days,duration_days,collection_date,pickup_date,dropoff_date,pickup_time,dropoff_time,supplier,car_name,category,pickup_location,dropoff_location,price_per_day_aed,total_price_aed,mileage,source_currency,supplier_rating,rating_text,number_of_reviews,condition_rating,location_rating,cleanliness_rating,efficiency_rating,value_for_money_rating,pickup_time_rating,dropoff_time_rating
835989516_Dollar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Dollar,Mercedes GLB,Premium,Dubai International Airport,Dubai International Airport,700.47,21013.98,3000 kilometres per rental,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
821178566_Alamo_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Alamo,JAC S3,Economy,Dubai International Airport,Dubai International Airport,365.21,10956.32,Unlimited km,USD,6.9,Good,2180,7.7,6.8,7.9,6.4,7.2,5.4,7.3
822314426_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Ford Taurus,Full-size,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,204.78,6143.32,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314431_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Ford Taurus,Full-size,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,204.78,6143.32,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314436_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Ford Taurus,Full-size,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,204.78,6143.32,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822259476_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Toyota Prado,Special,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,320.68,9620.37,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822259481_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Toyota Prado,Special,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,320.68,9620.37,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822259486_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Toyota Prado,Special,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,320.68,9620.37,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822315066_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Jeep Grand Cherokee,Luxury,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,319.09,9572.78,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822315071_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Jeep Grand Cherokee,Luxury,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,319.09,9572.78,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822315076_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Jeep Grand Cherokee,Luxury,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,319.09,9572.78,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806167746_Hertz_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Volvo XC60,Full-size,Dubai International Airport,Dubai International Airport,303.52,9105.61,4000 kilometres per rental,USD,6.3,Good,751,6.9,6.8,6.8,5.8,6.4,4.6,6.7
822257556_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Toyota Fortuner,Full-size,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,227.8,6834.13,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822257561_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Toyota Fortuner,Full-size,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,227.8,6834.13,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822257566_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Toyota Fortuner,Full-size,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,227.8,6834.13,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754976561_Dollar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Dollar,Audi Q8,Luxury,Dubai International Airport,Dubai International Airport,879.92,26397.49,3000 kilometres per rental,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
835780661_Thrifty_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Thrifty,Range Rover Vogue,Luxury,Dubai International Airport,Dubai International Airport,1916.14,57484.18,3000 kilometres per rental,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
835179811_Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Europcar,Chevrolet Suburban,Full-size,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,232.59,6977.57,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835179816_Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Europcar,Chevrolet Suburban,Full-size,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,232.59,6977.57,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835179821_Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Europcar,Chevrolet Suburban,Full-size,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,232.59,6977.57,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735247346_Sixt_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Sixt,Mercedes E-Class,Luxury,Dubai International Airport,Dubai International Airport,218.82,6564.6,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
742644046_Sixt_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Sixt,Audi A6,Luxury,Dubai International Airport,Dubai International Airport,211.29,6338.8,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
822299931_Sixt_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Sixt,BMW 5 Series,Luxury,Dubai International Airport,Dubai International Airport,215.19,6455.6,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
822257101_Keddy By Europcar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Volkswagen Golf,Compact,Dubai International Airport,Dubai International Airport,258.79,7763.55,Unlimited km,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
806179456_Hertz_Dubai - Festival City,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Polestar 2,Premium,Dubai - Festival City,Dubai - Festival City,268.11,8043.27,4000 kilometres per rental,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
806179461_Hertz_Dubai - Um Ramool,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Polestar 2,Premium,Dubai - Um Ramool,Dubai - Um Ramool,268.11,8043.27,4000 kilometres per rental,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
831592971_Alamo_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Alamo,Geely Coolray,Intermediate,Dubai International Airport,Dubai International Airport,392.28,11768.31,Unlimited km,USD,6.9,Good,2180,7.7,6.8,7.9,6.4,7.2,5.4,7.3
709035796_Hertz_Dubai - Festival City,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Toyota Land Cruiser Prado,Standard,Dubai - Festival City,Dubai - Festival City,192.28,5768.44,4000 kilometres per rental,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
709035801_Hertz_Dubai - Um Ramool,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Toyota Land Cruiser Prado,Standard,Dubai - Um Ramool,Dubai - Um Ramool,192.28,5768.44,4000 kilometres per rental,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
822314906_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Audi A6,Premium,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,307.13,9213.8,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314911_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Audi A6,Premium,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,307.13,9213.8,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314916_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Audi A6,Premium,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,307.13,9213.8,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258036_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Toyota Corolla,Intermediate,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,141.56,4246.79,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258041_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Toyota Corolla,Intermediate,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,141.56,4246.79,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258046_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Toyota Corolla,Intermediate,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,141.56,4246.79,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744141866_Dollar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Dollar,Volkswagen Golf GTI,Compact,Dubai International Airport,Dubai International Airport,376.94,11308.12,3000 kilometres per rental,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
813638481_addCar_Dubai International Airport - Terminal 2,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,addCar,Hyundai Tucson,Full-size,Dubai International Airport - Terminal 2,Dubai International Airport - Terminal 2,258.24,7747.14,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813638486_addCar_Dubai International Airport - Terminal 3,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,addCar,Hyundai Tucson,Full-size,Dubai International Airport - Terminal 3,Dubai International Airport - Terminal 3,258.24,7747.14,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813638496_addCar_Dubai - Port Saeed,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,addCar,Hyundai Tucson,Full-size,Dubai - Port Saeed,Dubai - Port Saeed,258.24,7747.14,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314266_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Ford Everest 4x4,Full-size,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,257.95,7738.38,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314271_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Ford Everest 4x4,Full-size,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,257.95,7738.38,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314276_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Ford Everest 4x4,Full-size,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,257.95,7738.38,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709036121_Hertz_Dubai - Festival City,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Toyota Land Cruiser,Full-size,Dubai - Festival City,Dubai - Festival City,209.44,6283.27,4000 kilometres per rental,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
709036126_Hertz_Dubai - Um Ramool,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Toyota Land Cruiser,Full-size,Dubai - Um Ramool,Dubai - Um Ramool,209.44,6283.27,4000 kilometres per rental,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
742232041_addCar_Dubai International Airport - Terminal 2,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,addCar,Audi Q8,Luxury,Dubai International Airport - Terminal 2,Dubai International Airport - Terminal 2,2128.22,63846.53,9000 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742232046_addCar_Dubai International Airport - Terminal 3,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,addCar,Audi Q8,Luxury,Dubai International Airport - Terminal 3,Dubai International Airport - Terminal 3,2128.22,63846.53,9000 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813625541_addCar_Dubai - Port Saeed,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,addCar,Audi Q8,Luxury,Dubai - Port Saeed,Dubai - Port Saeed,2128.22,63846.53,9000 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823766116_Sixt_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Sixt,Volkswagen Touareg,Luxury,Dubai International Airport,Dubai International Airport,428.22,12846.7,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
822259341_Keddy By Europcar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Chevrolet Tahoe,Premium,Dubai International Airport,Dubai International Airport,453.51,13605.33,Unlimited km,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
835179286_Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Europcar,BMW 5 Series,Luxury,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,207.79,6233.66,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835179291_Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Europcar,BMW 5 Series,Luxury,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,207.79,6233.66,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835179296_Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Europcar,BMW 5 Series,Luxury,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,207.79,6233.66,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769690701_Hertz_Dubai - Festival City,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,BYD Atto 3 GPS,Compact,Dubai - Festival City,Dubai - Festival City,168.2,5046.02,4000 kilometres per rental,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
769690706_Hertz_Dubai - Um Ramool,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,BYD Atto 3 GPS,Compact,Dubai - Um Ramool,Dubai - Um Ramool,168.2,5046.02,4000 kilometres per rental,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
728411856_Sixt_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Sixt,Mercedes GLE,Luxury,Dubai International Airport,Dubai International Airport,451.38,13541.52,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
822259316_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Chevrolet Tahoe,Premium,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,432.61,12978.26,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822259321_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Chevrolet Tahoe,Premium,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,432.61,12978.26,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822259326_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Chevrolet Tahoe,Premium,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,432.61,12978.26,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806178266_Hertz_Dubai - Festival City,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,BYD Qin Plus,Standard,Dubai - Festival City,Dubai - Festival City,154.29,4628.7,4000 kilometres per rental,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
806178271_Hertz_Dubai - Um Ramool,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,BYD Qin Plus,Standard,Dubai - Um Ramool,Dubai - Um Ramool,154.29,4628.7,4000 kilometres per rental,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
835836011_Dollar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Dollar,Hyundai Staria,Full-size,Dubai International Airport,Dubai International Airport,530.44,15913.2,3000 kilometres per rental,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
822258381_Keddy By Europcar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Nissan Patrol,Luxury,Dubai International Airport,Dubai International Airport,503.45,15103.64,Unlimited km,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
822257716_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Kia Carnival,Full-size,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,290.94,8728.3,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822257721_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Kia Carnival,Full-size,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,290.94,8728.3,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822257726_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Kia Carnival,Full-size,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,290.94,8728.3,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822257901_Keddy By Europcar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Keddy By Europcar,Chevrolet Suburban,Full-size,Dubai International Airport,Dubai International Airport,558.42,16752.46,Unlimited km,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
740662486_Hertz_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Hertz,Volvo XC40,Standard,Dubai International Airport,Dubai International Airport,476.78,14303.39,4000 kilometres per rental,USD,6.3,Good,751,6.9,6.8,6.8,5.8,6.4,4.6,6.7
813638411_addCar_Dubai International Airport - Terminal 2,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,addCar,Kia Rio,Economy,Dubai International Airport - Terminal 2,Dubai International Airport - Terminal 2,178.68,5360.51,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813638416_addCar_Dubai International Airport - Terminal 3,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,addCar,Kia Rio,Economy,Dubai International Airport - Terminal 3,Dubai International Airport - Terminal 3,178.68,5360.51,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813638426_addCar_Dubai - Port Saeed,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,addCar,Kia Rio,Economy,Dubai - Port Saeed,Dubai - Port Saeed,178.68,5360.51,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835744976_Sixt_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Sixt,Toyota Land Cruiser 4x4,Full-size,Dubai International Airport,Dubai International Airport,392.05,11761.5,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
813638376_addCar_Dubai International Airport - Terminal 2,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,addCar,Kia Cerato,Compact,Dubai International Airport - Terminal 2,Dubai International Airport - Terminal 2,183.78,5513.34,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813638381_addCar_Dubai International Airport - Terminal 3,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,addCar,Kia Cerato,Compact,Dubai International Airport - Terminal 3,Dubai International Airport - Terminal 3,183.78,5513.34,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813638391_addCar_Dubai - Port Saeed,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,addCar,Kia Cerato,Compact,Dubai - Port Saeed,Dubai - Port Saeed,183.78,5513.34,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742232056_addCar_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,addCar,Audi Q8,Luxury,Dubai International Airport,Dubai International Airport,2128.22,63846.53,9000 kilometres per rental,USD,4.9,,32,4.9,5.9,4.9,4.9,4.9,4.0,4.7
831593041_Enterprise_Dubai International Airport,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,Enterprise,Ford Territory,Standard,Dubai International Airport,Dubai International Airport,449.67,13490.14,Unlimited km,USD,7.1,Very good,826,8.2,6.8,8.3,6.8,7.3,5.2,7.4
813638446_addCar_Dubai International Airport - Terminal 2,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,addCar,Nissan Sentra,Intermediate,Dubai International Airport - Terminal 2,Dubai International Airport - Terminal 2,249.15,7474.45,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813638451_addCar_Dubai International Airport - Terminal 3,lead_30_duration_30,30,30,2026-04-10,2026-05-10,2026-06-09,10:00,10:00,addCar,Nissan Sentra,Intermediate,Dubai International Airport - Terminal 3,Dubai International Airport - Terminal 3,249.15,7474.45,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
